Letter,x_box,y_box,width,height,onpix_total,x_bar,y_bar,x2_bar,y2_bar,xy_bar,x2y_bar,xy2_bar,x_ege,xegvy,y_ege,yegvx,Label
B,6.886927683730735,3.1211884323989665,6.039092659548792,5.5941115429838195,4.447564007999145,1.9415549705469184,6.432557123241854,3.702255093021895,1.6203279508817894,7.7288320195396345,6.700935407025117,5.422330602018065,2.4191667744492045,6.243299723736141,3.691407962655811,5.541438874911877,normal
F,5.387836569942605,9.79740824982104,14.541680805405473,5.484683804519977,10.897912297315893,10.290142657276084,5.612557139025202,11.254983618377047,7.620375942322776,9.85997018209074,4.410391682115461,2.2762364244186584,13.638322469729502,14.205106521129165,9.538155651320915,3.14401618849646,attack
A,6.334969683616794,11.319195021244461,8.352804314539382,8.227214856514948,10.783267783018701,13.638068418380664,19.673126483686808,11.715646362461534,11.401008191203136,3.6780249939946295,14.985741194717374,7.394835357060893,10.076600645305755,12.815893948398157,13.199481634268137,6.3822906812934725,attack
B,5.220981077398937,3.2921205832246145,6.685662489456862,4.500050162723852,4.952263191990543,6.836498507459206,5.066571655714699,5.100545782630749,5.995003137269446,3.1654444970948745,5.464892575175821,4.340654408721922,6.41110149477208,3.204738204865264,2.441061125141422,6.14646474625442,normal
G,4.836298537023884,4.652226716821664,6.351393898788776,5.825565505647853,5.604717386033823,7.350047163921676,8.118097157274724,4.900158005093052,5.214204903529229,5.038016941114702,3.15220576695865,4.242610395062296,2.484004245696817,4.758273062252139,5.926598251864577,5.629357092366941,normal
T,3.6359312336013714,5.344031398031707,2.885885664568448,6.818392703399043,4.94006986702252,5.545108827038546,4.922552733947533,4.106943055851173,5.206840893188129,5.356280525063473,2.294686372030701,1.276367657073009,8.577205006249091,8.0533691550517,2.507292209678496,2.1772914233484317,normal
A,8.344558472173699,3.6873812175394667,4.674253758016841,5.450110778419218,3.7103647569423055,3.461600921157297,4.521283379874501,4.251550749914932,7.395500055151077,4.300453390566993,6.718487832704181,8.780984323353957,5.412545984391217,4.50077837533954,4.1195352945666395,4.077465845962608,normal
A,5.333539239193035,5.8659533654554625,4.5671439434482215,7.881170161203758,3.6787172342317804,6.030379728386958,8.10533688884221,3.880561680088638,3.3735539367333978,1.805952008450248,2.827994718109533,6.516498068423926,3.86618996742634,6.470767593136687,6.148616969955221,4.801947454623893,normal
G,14.260833941259165,5.6669019566793395,10.197803791272811,3.587112292214778,9.589195570716749,7.583410347430037,10.825976704762285,12.95011648799765,13.507938655285999,3.026378275287513,12.60989523597904,2.70813778429285,7.446264325405673,10.146510140588903,16.821263951708875,3.420350338002132,attack
G,4.353469421407888,1.7479778164468938,5.987307130612176,6.225258239374399,7.672530720844463,6.149716991364806,5.468440252125385,6.563642421930912,0.6111922252476454,6.252293015652868,2.906173807312429,3.9391820515407363,6.737812235661223,3.1139393088139107,4.329032630440534,3.325701439378295,normal
G,5.760100611723329,8.140634195722967,3.038052361081565,19.01330475587717,18.154615688118156,9.651594185585441,1.6271184010597235,10.23496085156499,5.8579707401789785,12.074644545343547,16.44645436268837,12.26817646058746,8.042303010835102,11.973893128447415,6.110666536283281,11.20853871299344,attack
G,5.286430904995043,6.714183993974045,5.013020873601792,3.320759453489903,1.595036396586825,5.1282561876799475,7.078219535032904,4.5423453882867175,3.3598174369398723,6.111457749825242,3.6019364781411682,7.182919692825303,2.4747142299188947,6.293481157395375,4.661546479058701,5.879766190776937,normal
I,6.619078544011815,3.6940840174843776,6.272731455505861,6.074321002921912,6.148715984582312,2.667868248124409,4.315142813210855,5.177666197801555,2.5307733840305997,4.654106650309344,6.079502248401605,6.685050715660381,3.9430560600205267,2.138067138130609,3.1416151012927513,6.282766999205545,normal
C,14.633604988857623,11.244645476583301,12.40299356469492,10.405712594777054,10.147641205038882,4.764244884154543,4.900313309479749,6.930864906531348,17.084144514071365,11.546514703871294,8.950709856934775,10.536171387652852,9.665404451659766,5.103521417334555,11.415105740519643,12.607786613988804,attack
T,7.0829382206593525,8.665482229193675,6.555838028377048,10.488991567013553,8.348884366719007,13.878232463968715,3.740785202876137,14.305424031019058,16.348894702174498,14.977286354785832,11.145417559048798,4.930687829700686,5.619652502446987,7.256896799653357,1.4532714057905345,9.627205250621097,attack
E,4.0960896867483045,7.451349224074333,2.965002110184604,6.55782278027873,3.401908457833337,13.310824038886842,8.700277487637054,5.938339325153264,16.025247284194535,11.431924804625384,6.734051491817135,10.537938220374615,12.172353000136773,3.7998938519234606,9.826220629767684,11.8615694930001,attack
C,7.203313427992734,4.133480233024913,5.239901360317485,4.847273601358731,-0.3273082808747896,2.7430781100317523,3.167820585755808,9.50907220421573,5.077093467778338,3.266905828717858,3.4932408384652174,5.933589548512271,3.9780787840137304,5.6959738155972435,8.796361550464624,6.8745731099305365,normal
F,11.182123381312243,-2.0473716060914526,18.292425209840403,15.131282131354924,16.617442448456643,14.063051519466388,8.07121500188349,15.306876683145923,11.872320203485794,12.396199195288148,9.478141975768988,9.839859832478881,17.012017711827994,8.38533362717677,7.110237209112933,11.897521673921815,attack
T,13.970085367705668,4.666394455868921,13.424213686657879,3.7947893939818,8.796687697812326,16.846644511001053,7.1636914267120915,6.459337044433659,5.599075737403893,13.921056517211783,15.983776621544761,13.865411861771376,10.599322388775391,10.849573907410818,4.390092888817886,8.011468444302785,attack
I,7.765808868929597,2.5110832003243324,7.957447218935783,3.647778529487742,7.898313206792904,3.156014723076882,3.565258610259115,4.4037891895684025,4.914129611993849,6.759471390115728,9.273451271430188,2.4067824835832554,4.165725398060458,7.642607398403575,0.6477450823073321,6.047085906395889,normal
B,5.624158837639339,7.24647864964764,2.74275400597461,4.338239731233407,8.241680353806313,4.020609659703522,5.168761763291333,2.9853507493411557,1.4294699043168952,5.628242349359356,3.945128970942808,8.831501129393097,4.553901081430848,4.467410572852114,6.330216110515402,6.087029682595135,normal
