Letter,x_box,y_box,width,height,onpix_total,x_bar,y_bar,x2_bar,y2_bar,xy_bar,x2y_bar,xy2_bar,x_ege,xegvy,y_ege,yegvx,Label
E,2.715272727616449,11.968718836921106,2.79667731221676,3.8808818414538764,6.178340902212444,1.041380371083621,6.656765348977613,1.7351024351703797,3.443632357523616,7.474868012204302,7.1239271846511025,6.484608472878373,0.28396250407524737,8.764289210895155,1.6354009513557834,5.314848451098769,attack
A,1.883034152741133,8.247167655413927,0.26583800004047564,6.343642218060773,1.5880791123666134,11.584694028287808,9.786610241270505,1.817015290846033,4.54831197904324,6.436455015775608,4.234750190581324,5.350040914218837,4.018484431514887,4.597391459509742,4.604012007609812,8.683375086848406,attack
F,4.672307372186977,6.730989822714756,4.370592446550238,5.125079371215459,1.184114964367323,9.053127697843122,7.540858628165699,4.0432959608268115,8.949805002442048,6.885587592858024,4.7013498777421585,10.83393419171147,1.3059845330733313,4.879205442396407,2.4231951669897733,8.948915558208572,attack
B,5.298529393119259,5.847739317618068,2.743137464122687,7.280590428409324,0.9245834395951871,3.48502319934501,9.862665517922773,7.360821098734533,7.6021158058655285,12.469177709821931,6.071635750044642,5.437229350412888,2.9478077177627835,1.1088250895878113,3.1052663470455957,8.238425948813372,attack
E,0.0815720039918868,5.914565018141188,2.5394513087841712,3.8808811136797416,5.091766583364318,5.868377879223311,7.913357344536835,4.8415419941715365,6.948119167048355,4.351484694575239,3.9478722341622605,4.216088852307037,4.245902347788119,7.051722700480608,1.3634461082338536,7.0976970731469375,normal
H,3.063754446447258,8.897747675582753,6.21688030860124,6.963130308043284,2.5444155629831506,8.77205838289023,10.87935113461739,0.33920518476232386,3.1892382731424496,2.4306289083394947,5.373111453375478,8.470389285037804,4.799045982092824,4.431101257782464,5.4783788971985965,10.445812596400174,attack
D,3.0966051226661646,0.05824160691140712,4.600502638460818,0.7475647684344375,3.6450696331068,3.4522655935432462,7.020578228811891,3.495429094359259,6.853500073795029,4.835362823185066,2.477878016399736,4.380789612001237,1.840740200923233,7.125372885201651,1.7682008811470302,4.9815050233217,normal
E,0.4172189869279741,5.810925030458279,3.420440046210112,6.6287418200156125,10.41358444507665,2.9258152269401823,7.196016506234649,4.860551957093801,3.8050767667218066,9.929294709895503,4.4625952594314935,7.369432643319416,4.323574751060351,8.463816483113028,1.837302938689387,3.9009300942366196,attack
F,1.701563751331193,9.671021664686634,3.7838431686782843,11.201190423095618,4.773826685023979,5.094356552001021,8.383558133117326,3.8054195087770957,6.305690396822392,3.746788711903585,7.99730040646007,6.72279273627945,1.9337232778231752,1.074456616351136,0.28996214488281247,10.396594319760831,attack
B,6.620356993462389,10.98205385948826,5.248795196970731,6.063750570062249,4.608088137674637,11.371001999497032,10.163526890344368,3.8754752163023745,5.659404101630983,7.876556616272092,8.537489357460204,10.161997239418806,1.7614237353849098,7.805404884063378,2.926382596798878,9.020351365721822,attack
A,6.5817325284401775,4.256695274449871,2.577182405507583,7.864188860104814,0.9851592522024575,12.983002094878914,3.9065200017488806,4.212260405658264,8.72579390646967,7.684833238813693,2.5125672963840326,7.8453302851989175,0.4248358878105507,6.661410382097564,0.09298483078974829,7.479144394190037,attack
F,0.8875695368770877,5.4880919345955625,4.466874201655657,3.189469168645993,6.696534260639693,7.636577595514495,6.777883300232996,2.3697694488169256,7.751408197856508,3.7618736600245297,4.768851832210066,6.815000178679898,1.571899831378567,8.836107251956193,1.066842381853671,7.564609269907539,attack
F,5.4163870214862335,8.297542245460912,0.8831906255832171,7.807176327111405,11.365532288861202,7.02489644101886,10.556104895631979,3.8917356133969516,8.081316942526557,11.542964639445636,4.32446980666193,7.283771979557861,1.1895137429320717,4.568160227270536,0.902673359540966,6.863022593517962,attack
